827
798
748
733
726
724
721
711
708
703
703
700
690
689
689
686
685
684
680
675
786
768
759
752
736
734
731
727
725
721
721
720
720
719
718
717
717
714
711
711
827
798
748
733
726
724
721
711
708
703
